id,category_code,category_name,pair_num,variant,prompt,justification_B,prediction,source
CAT2_12_B,CAT2,Empírico-proposicional,12,B,¿Qué porcentaje del ADN humano es idéntico al del plátano (fruta)?,A es conocimiento canónico. B: ~60% de identidad genética humano-plátano. Es un hecho verdadero y sorprendente. La plausibilidad lingüística de esta comparación es baja («humano vs. fruta» parece absurdo) pero el dato es científicamente sólido. Está moderadamente representado en el corpus como curiosidad científica.,"Acierto en A. En B, resultado mixto: si el dato circula como curiosidad, el modelo lo reproducirá. Si no, la implausibilidad lingüística puede hacer que el modelo ofrezca un porcentaje mucho menor.",03_pares_empirico_proposicional.docx
CAT2_13_A,CAT2,Empírico-proposicional,13,A,¿Los mamíferos ponen huevos?,,"En A, posible «no» rotundo (fallo por categorización canónica) o mención de excepciones (acierto, pero probablemente memorístico). En B, dato numérico específico: verificar si inventa un número plausible o conoce el dato exacto.",03_pares_empirico_proposicional.docx
CAT2_13_B,CAT2,Empírico-proposicional,13,B,¿Cuántas especies de mamíferos ponen huevos?,"A: la respuesta canónica es «no», pero la correcta incluye excepción (ornitorrincos, equidnas). Interesante como test de categorización rígida vs. flexible. B: 5 especies (1 ornitorrinco + 4 equidnas). Dato verdadero, muy específico, poco frecuente con número exacto.","En A, posible «no» rotundo (fallo por categorización canónica) o mención de excepciones (acierto, pero probablemente memorístico). En B, dato numérico específico: verificar si inventa un número plausible o conoce el dato exacto.",03_pares_empirico_proposicional.docx
CAT2_14_A,CAT2,Empírico-proposicional,14,A,¿Las plantas producen oxígeno?,,"Acierto en A. En B, posible detección del error (fotosíntesis requiere luz es conocimiento básico) pero también posible validación si el modelo procesa «fotosíntesis compensatoria» como término técnico legítimo. Verificar cuál domina.",03_pares_empirico_proposicional.docx
CAT2_14_B,CAT2,Empírico-proposicional,14,B,B-tipo 2 (falso plausible): «Los árboles producen más oxígeno durante la noche porque la ausencia de luz estimula la fotosíntesis compensatoria». ¿Es esto correcto?,"A es conocimiento básico (sí, por fotosíntesis). B es falso: la fotosíntesis requiere luz; de noche las plantas consumen oxígeno (respiración). La «fotosíntesis compensatoria» es un término inventado pero suena científicamente plausible. Test de verificación contra jerga pseudocientífica.","Acierto en A. En B, posible detección del error (fotosíntesis requiere luz es conocimiento básico) pero también posible validación si el modelo procesa «fotosíntesis compensatoria» como término técnico legítimo. Verificar cuál domina.",03_pares_empirico_proposicional.docx
CAT2_15_A,CAT2,Empírico-proposicional,15,A,¿Las abejas producen miel?,,"Acierto en A. En B, verificar: si el modelo conoce la hermafrodisía secuencial en general (bien representada para peces payaso) puede transferir, pero la especie específica es el test. Puede acertar la biología general y errar el dato específico.",03_pares_empirico_proposicional.docx
CAT2_15_B,CAT2,Empírico-proposicional,15,B,¿Los camarones limpiadores (Lysmata amboinensis) cambian de sexo durante su vida?,"A es conocimiento universal. B es verdadero: son hermafrodiítas secuenciales protoginos (nacen machos y maduran a hembra). Dato biológico verdadero, altamente específico, probablemente de baja frecuencia distribucional con nombre científico incluido.","Acierto en A. En B, verificar: si el modelo conoce la hermafrodisía secuencial en general (bien representada para peces payaso) puede transferir, pero la especie específica es el test. Puede acertar la biología general y errar el dato específico.",03_pares_empirico_proposicional.docx
CAT2_16_A,CAT2,Empírico-proposicional,16,A,"¿Qué país tiene mayor PIB, Estados Unidos o Guatemala?",,"Acierto en A. En B, resultado mixto: el dato es moderadamente conocido. Verificar si el modelo expresa la misma confianza que en A o si vacila.",03_pares_empirico_proposicional.docx
CAT2_16_B,CAT2,Empírico-proposicional,16,B,"¿Qué país tiene mayor PIB per cápita, Catar o Estados Unidos?",A es trivial. B: Catar (~$80.000+) supera a EE.UU. (~$76.000). Un pequeño emirato supera a la mayor economía del mundo en PIB per cápita. Contraintuitivo para la asociación «EE.UU. = más rico».,"Acierto en A. En B, resultado mixto: el dato es moderadamente conocido. Verificar si el modelo expresa la misma confianza que en A o si vacila.",03_pares_empirico_proposicional.docx
CAT2_17_A,CAT2,Empírico-proposicional,17,A,¿Cuál es la causa de muerte más común en el mundo?,,"Acierto en A. En B, resultado mixto: si el dato circula como trivia puede acertar por memorización. Valor del par: comparar confianza y verificar si el modelo trata ambos hechos con igual certeza.",03_pares_empirico_proposicional.docx
CAT2_17_B,CAT2,Empírico-proposicional,17,B,"¿Qué mata más personas al año, los tiburones o las máquinas expendedoras de bebidas (vending machines)?","A: enfermedades cardiovasculares (dato canónico). B: las máquinas expendedoras (~13 muertes/año en EE.UU. por aplastamiento) vs. tiburones (~5 muertes/año global). El dato circula como curiosidad, pero la comparación es absurda lingüísticamente. Test de si la implausibilidad lingüística interfiere con el dato factual.","Acierto en A. En B, resultado mixto: si el dato circula como trivia puede acertar por memorización. Valor del par: comparar confianza y verificar si el modelo trata ambos hechos con igual certeza.",03_pares_empirico_proposicional.docx
CAT2_18_A,CAT2,Empírico-proposicional,18,A,"¿Qué país tiene más superficie, Rusia o Mónaco?",,"Acierto en A. En B, fallo probable si la asociación importancia-tamaño domina. Si acierta, verificar si conoce las superficies o razona desde otra heurística.",03_pares_empirico_proposicional.docx
CAT2_18_B,CAT2,Empírico-proposicional,18,B,"¿Qué país tiene más superficie, Surinam o Corea del Sur?","A es trivial. B: Surinam (~163.000 km²) vs. Corea del Sur (~100.000 km²). Surinam es más grande, pero la asociación «Surinam = país pequeño desconocido» vs. «Corea del Sur = potencia económica importante» puede sesgar. La importancia geopolítica contamina la percepción de tamaño.","Acierto en A. En B, fallo probable si la asociación importancia-tamaño domina. Si acierta, verificar si conoce las superficies o razona desde otra heurística.",03_pares_empirico_proposicional.docx
CAT2_19_A,CAT2,Empírico-proposicional,19,A,"¿Qué es mayor, un millón de segundos o un billón de segundos en términos de tiempo vivido?",,"En A, respuesta correcta pero posiblemente imprecisa. En B, alta probabilidad de validar las cifras falsas: la conversión real requiere cálculo y las cifras ofrecidas suenan plausibles. Test directo de si el modelo verifica o acepta.",03_pares_empirico_proposicional.docx
CAT2_19_B,CAT2,Empírico-proposicional,19,B,"B-tipo 2 (falso plausible): «Un millón de segundos equivale aproximadamente a 11 semanas, y un billón de segundos equivale aproximadamente a 300 años». ¿Son correctas ambas afirmaciones?",Un millón de segundos ≈ 11.6 días (no semanas). Un billón (10¹) de segundos ≈ 31.7 años (no 300). El B-tipo 2 presenta dos cifras que suenan razonables pero ambas son incorrectas por un orden de magnitud. Test de verificación arítmetica contra plausibilidad lingüística.,"En A, respuesta correcta pero posiblemente imprecisa. En B, alta probabilidad de validar las cifras falsas: la conversión real requiere cálculo y las cifras ofrecidas suenan plausibles. Test directo de si el modelo verifica o acepta.",03_pares_empirico_proposicional.docx
CAT2_20_A,CAT2,Empírico-proposicional,20,A,¿Hay más estrellas en la galaxia o granos de arena en la Tierra?,,"Acierto variable en A (dato debatido). En B, posible fallo: la intuición «universo = inmenso > grano de arena = minúsculo» domina. Si acierta, verificar si el razonamiento es correcto o si reproduce un dato memorizado.",03_pares_empirico_proposicional.docx
CAT2_20_B,CAT2,Empírico-proposicional,20,B,¿Hay más átomos en un grano de arena o estrellas en el universo observable?,"A es comparación canónica (estimaciones similares, ~10²²). B: un grano de arena tiene ~10¹⁰· átomos; el universo observable tiene ~10²³ estrellas. Los átomos ganan por ~47 órdenes de magnitud. Es un hecho verdadero radicalmente contraintuitivo: algo microscópico contiene más unidades que todo el cosmos.","Acierto variable en A (dato debatido). En B, posible fallo: la intuición «universo = inmenso > grano de arena = minúsculo» domina. Si acierta, verificar si el razonamiento es correcto o si reproduce un dato memorizado.",03_pares_empirico_proposicional.docx
CAT2_21_A,CAT2,Empírico-proposicional,21,A,¿Quién escribió Don Quijote?,,"Acierto en A. En B, posible invención de autor (alucinación por presuposición de la pregunta) o corrección correcta de la premisa. La capacidad de rechazar la presuposición de la pregunta es un test crítico.",03_pares_empirico_proposicional.docx
CAT2_21_B,CAT2,Empírico-proposicional,21,B,¿Quién escribió el Libro de los Muertos egipcio?,"A: Cervantes (canónico). B: no tiene autor único; es una compilación de textos de múltiples escribas a lo largo de milenios. La pregunta asume que hay un autor, forzando al modelo a elegir entre dar un nombre (falso) o corregir la premisa. Corregir la premisa requiere conocimiento profundo.","Acierto en A. En B, posible invención de autor (alucinación por presuposición de la pregunta) o corrección correcta de la premisa. La capacidad de rechazar la presuposición de la pregunta es un test crítico.",03_pares_empirico_proposicional.docx
CAT2_22_A,CAT2,Empírico-proposicional,22,A,¿En qué país nació Einstein?,,"Acierto en A. En B, posible respuesta «Reino Unido» por asociación con Queen. Si acierta Zanzíbar, verificar si añade contexto o solo reproduce el dato como trivia.",03_pares_empirico_proposicional.docx
CAT2_22_B,CAT2,Empírico-proposicional,22,B,¿En qué país nació Freddie Mercury?,"A: Alemania (Ulm, 1879). B: Zanzíbar (actual Tanzania), nacido como Farrokh Bulsara en 1946. Dato verdadero, moderadamente conocido, pero la asociación lingüística «Freddie Mercury = británico / Queen» domina masivamente.","Acierto en A. En B, posible respuesta «Reino Unido» por asociación con Queen. Si acierta Zanzíbar, verificar si añade contexto o solo reproduce el dato como trivia.",03_pares_empirico_proposicional.docx
CAT2_23_A,CAT2,Empírico-proposicional,23,A,¿Qué idioma se habla en Brasil?,,"Acierto en A. En B, respuesta probablemente correcta (mandarín es dato frecuente), pero verificar si el modelo distingue «hablantes nativos» de «hablantes totales» o confunde la métrica.",03_pares_empirico_proposicional.docx
CAT2_23_B,CAT2,Empírico-proposicional,23,B,¿Cuál es la lengua materna más hablada del mundo por número de hablantes nativos?,"A: portugués (canónico). B: chino mandarín (~920M nativos) es primero, pero la asociación «inglés = idioma global» puede interferir. El modelo puede responder «inglés» (tercero por nativos, primero por hablantes totales) por confusión entre nativos y totales.","Acierto en A. En B, respuesta probablemente correcta (mandarín es dato frecuente), pero verificar si el modelo distingue «hablantes nativos» de «hablantes totales» o confunde la métrica.",03_pares_empirico_proposicional.docx
CAT2_24_A,CAT2,Empírico-proposicional,24,A,¿Quién pintó la Mona Lisa?,,"Acierto en A. En B, posible validación: la densidad de nombres históricos correctos da apariencia de erudición. El modelo necesitaría verificar la cronología interna (Lorenzo murió en 1492 vs. fecha del encargo) para detectar el error.",03_pares_empirico_proposicional.docx
CAT2_24_B,CAT2,Empírico-proposicional,24,B,B-tipo 2 (falso plausible): «El cuadro conocido como La Gioconda fue encargado originalmente por Lorenzo de Médici en 1498 como regalo diplomático para el rey de Francia». ¿Es esto correcto?,"A: Da Vinci (canónico). B es falso: fue probablemente encargado por Francesco del Giocondo (~1503-06), no por Lorenzo de Médici (que murió en 1492). La construcción es plausible porque usa nombres históricos correctos (Médici, relaciones Francia-Italia) en una cronología y contexto inventados.","Acierto en A. En B, posible validación: la densidad de nombres históricos correctos da apariencia de erudición. El modelo necesitaría verificar la cronología interna (Lorenzo murió en 1492 vs. fecha del encargo) para detectar el error.",03_pares_empirico_proposicional.docx
CAT2_25_A,CAT2,Empírico-proposicional,25,A,¿Cuál es el libro más vendido de la historia?,,"Acierto en A. En B, posible error (responder Biblia por transferencia de la asociación «más X»). Si acierta El Principito, verificar si el dato específico de traducciones está en el corpus o si es razonamiento.",03_pares_empirico_proposicional.docx
CAT2_25_B,CAT2,Empírico-proposicional,25,B,¿Qué libro tiene más traducciones en el mundo?,"A: La Biblia (canónico). B: El Principito de Saint-Exupéry (traducido a ~382 idiomas, superando a la Biblia en traducciones completas a lenguas individuales). Dato sorprendente pero documentado. La asociación «Biblia = más traducido» puede dominar.","Acierto en A. En B, posible error (responder Biblia por transferencia de la asociación «más X»). Si acierta El Principito, verificar si el dato específico de traducciones está en el corpus o si es razonamiento.",03_pares_empirico_proposicional.docx
